7642,4217,663
3117,2385,900
4658,9545,821
5486,5657,226
4194,3508,714
2014,8292,13
5770,8927,883
6309,7273,102
3081,3889,610
2894,2523,881
3422,8544,804
2123,5999,345
6505,3958,720
2587,7519,687
6567,1196,294
6065,6411,650
6509,9148,905
2818,2234,359
5145,1526,533
3782,6943,352
3642,8109,701
4697,9713,103
5833,6020,553
5046,3890,248
4478,6656,587
2829,1762,201
6139,9524,522
4111,6448,621
7090,9883,903
7417,9841,586
3781,7953,631
2606,5900,430
6897,3071,445
6986,8442,162
3002,2778,829
5355,8601,21
3340,5043,695
3010,9816,298
5104,4457,631
2260,7781,291
6609,8148,536
5953,9600,172
4252,4027,140
5325,8994,895
3389,6195,80
7723,8313,119
7433,5040,218
2812,8989,189
5048,4925,273
2674,7053,730
4820,2911,510
5229,1537,250
5731,4640,653
3170,7308,369
4350,4077,429
7144,7895,357
4497,6057,458
4971,6304,650
4876,7559,502
2568,8492,402
2088,2670,544
4065,1219,587
2934,4907,888
7276,5645,358
4258,3144,964
4537,4607,465
5633,7123,149
7248,7286,932
6302,5621,237
6729,7559,597
6911,9809,641
7545,3838,907
3497,2502,305
3226,5294,175
2423,4778,866
6905,2978,481
5713,8137,817
7373,9893,367
2909,7331,626
2435,9120,444
4296,9617,797
4168,1476,163
6433,1422,360
6969,4799,559
5374,4865,978
2559,4630,57
5878,4652,978
2223,5457,544
3934,7634,809
7584,4065,73
5447,8109,391
7287,6195,197
6827,4981,656
2592,1516,36
3027,1333,316
7012,3132,681
3929,4870,501
5919,7237,376
7470,3098,311
5758,3087,932
7637,8572,767
5525,8083,432
4538,2696,375
3776,1477,745
7050,5029,366
4007,8587,424
6756,6329,519
4990,9950,39
6793,6228,264
7640,7917,241
7119,6337,601
5137,8468,44
2318,9971,49
5486,4348,496
4086,3872,748
4438,4603,763
3704,3670,868
6018,1066,798
2315,4813,236
7959,5980,279
3110,5085,872
2793,3303,991
3151,6204,738
7623,6836,543
3829,1977,835
6551,4453,854
3254,7648,676
3332,9666,154
7284,1913,46
7708,3188,191
3776,4392,309
6670,1450,93
2638,1998,834
7222,2878,1
2157,5170,126
3392,6377,255
6219,4013,392
5145,6589,523
3481,1547,62
5604,8728,648
6346,2582,317
3401,2879,564
6169,5159,452
7427,1125,968
7236,7384,281
3336,8796,47
6823,4192,823
2609,6575,214
5779,3475,105
7778,2639,624
5252,5369,822
4616,4344,706
7137,9231,924
6042,1024,346
6980,4709,169
3010,9012,924
3515,8091,18
7930,1870,928
4688,8931,197
6918,7206,998
7048,5209,985
2861,7569,921
6731,9864,271
5799,1323,443
3210,6563,734
5649,8630,391
7355,8591,896
4909,9169,245
3144,8489,67
3051,3514,211
2310,3990,919
3569,8726,477
2894,4836,74
4318,6843,677
2354,9033,129
2604,6998,50
2928,4796,836
7628,8767,901
6620,7259,657
2680,9757,809
4000,5944,876
7612,6470,77
6956,5061,291
6578,7428,756
5313,8733,938
6221,4278,182
5255,9588,537
3458,8459,259
3085,9122,107
5478,7850,592
2272,5725,247
3736,9283,678
2631,6085,543
2828,6072,516
6841,7042,917
7947,5843,688
6277,1869,508
7464,3904,812
4353,6490,773
7984,7517,592
7556,6573,940
7234,3261,813
6023,1987,525
4982,2720,496
2937,1823,319
6234,6967,864
7892,6564,882
7056,1994,617
2313,1605,476
3286,1582,998
7237,1484,330
3095,2118,515
5428,2407,876
5729,3484,411
7163,9907,460
6382,4179,412
4620,6994,9
3826,7548,629
7798,4566,630
6101,1267,302
3697,5165,685
7576,8394,131
6967,6744,840
4990,3083,895
7359,4785,684
7715,2859,358
3607,8984,942
2722,4738,583
5876,7120,796
6103,8577,431
7195,9942,596
6940,2905,553
5867,4086,220
7231,9407,426
5642,7137,46
3040,7015,156
7678,2929,801
3467,8270,849
5240,1620,373
5253,4750,347
5351,4428,345
5966,8963,90
2617,8537,131
6806,6259,1000
5095,5557,911
3890,6553,984
5849,6931,947
6487,4700,275
5198,1211,722
5295,7214,695
5728,9199,236
4459,9887,206
7538,9138,137
6883,1737,753
2457,7815,798
2589,1864,200
5288,8276,936
5482,3254,419
6218,6867,1
4301,3173,123
5355,6952,390
2072,8490,886
5203,1409,963
2925,8180,855
5569,1589,840
5085,3960,25
4888,7265,663
7242,4412,249
7801,2002,948
4693,6394,38
6564,5080,41
6434,6201,315
3146,4175,744
3046,1786,195
7863,3271,513
7720,6534,199
3711,3733,891
3231,8257,531
6272,9535,851
4458,9410,333
5854,4763,158
6661,8829,276
5776,2671,787
2967,3768,239
2518,8433,462
7177,5034,461
4443,3717,750
5476,2326,616
7994,3967,526
6040,5608,954
4514,8289,642
3522,4018,659
5779,2593,897
7798,8876,549
4351,2326,276
6820,1129,906
2827,1630,180
3783,6520,472
3077,3310,510
6683,1717,529
6570,7568,340
7920,8641,856
5102,9182,722
5787,9452,7
7644,5164,849
5029,8870,70
3218,4392,249
3426,6584,62
3407,1628,240
4831,2837,561
2862,6686,934
5582,7930,359
6959,5939,206
4487,8824,663
5115,6981,428
6847,5359,137
7552,6248,49
7325,5297,34
3369,8075,7
2587,1873,601
5923,9245,982
7062,4522,157
2650,8845,487
5124,6490,359
2315,6463,407
3481,9376,181
7390,5346,194
5015,6779,720
3511,1045,871
6733,2496,120
3444,9988,658
2149,3421,298
4689,2523,765
7897,3142,167
2830,9637,878
6029,6881,60
3713,5665,871
6219,4787,394
4486,6143,84
2578,4986,261
6842,4252,834
7598,8477,410
2518,3295,769
3809,5904,892
3325,5956,402
3411,9663,419
6426,6734,15
5765,6530,925
7795,8398,960
6149,8529,239
2100,1442,600
2505,1480,315
3913,8885,206
5123,4731,309
5520,5865,89
4244,7734,280
2298,9779,988
3690,9144,249
5539,2621,427
6834,3361,428
7131,5174,957
7038,2982,463
5325,7134,74
5972,5317,503
6943,2934,387
5585,4579,417
7068,8832,541
3356,8483,292
2423,9830,524
3304,3117,370
5252,7589,622
5127,3564,868
7361,5972,122
3738,2324,898
6973,3943,72
6112,4973,906
6223,6057,539
4829,6881,502
4969,3338,379
4849,9914,154
4738,9471,277
5320,7784,383
2701,5668,522
5665,3336,384
2763,9156,319
2114,3929,673
4143,1372,886
4430,6382,767
6284,6290,613
4605,7737,243
4629,3840,729
2651,3597,128
6148,9569,1000
7936,2566,152
6886,9004,711
5333,6404,200
5838,7933,40
2365,6299,656
4385,4655,218
6786,3874,642
7345,6219,452
6667,6483,467
5213,9668,503
6505,8866,607
7761,7503,953
5779,1207,977
7850,7669,450
3335,8775,932
5019,6512,95
2653,4828,415
6798,2109,428
2608,8298,620
2014,3875,552
4371,1821,537
4148,6601,850
4717,9839,487
4713,1798,465
6406,8330,499
5596,7380,200
6636,1645,373
5571,7102,733
5224,7616,743
6645,3904,140
6583,4376,186
7752,1687,348
3456,1439,314
3504,1503,712
5477,6856,615
7788,3196,722
5688,5223,672
6975,2784,412
4875,3613,466
2014,5200,887
5136,8616,594
3413,3022,853
4912,9452,189
7334,4139,938
5427,4114,158
2810,3514,446
4857,6795,95
5003,3644,962
5683,5642,126
6506,4904,889
5732,3970,649
5457,7020,415
5939,2032,859
4667,3847,846
7586,4848,780
5660,2211,947
6406,4022,64
3477,8924,268
7152,6130,591
6308,5420,230
6235,9413,602
2519,4422,139
2441,4011,192
7733,3772,374
5034,7739,310
5234,6206,544
2308,7464,122
5755,5030,6
5893,5322,401
3521,7725,106
2971,2451,9
6637,5599,92
4457,7253,554
4348,7584,909
4731,4053,84
2563,8590,314
7745,8176,24
4456,8678,604
5684,3986,31
2021,7292,186
3604,3310,862
2794,5926,501
3419,5030,204
7889,1258,388
2179,6061,767
2624,2732,298
2962,9125,370
7648,3701,285
4978,1263,423
4705,8356,487
2183,1333,288
7045,3879,210
6154,3370,449
7545,2582,421
4132,5188,634
2487,5084,428
7818,2248,428
7490,3959,684
7877,7262,19
3981,9270,747
4507,7209,632
3172,6727,253
6630,2923,44
5847,1390,804
2992,3926,30
5161,2181,574
4825,2887,567
3904,4181,460
3363,3793,916
6770,9784,187
4757,1310,932
2706,9063,779
4521,9065,419
5572,1399,927
3759,8401,49
6906,3574,744
7065,3297,530
6617,6717,376
7001,5217,139
7312,9482,822
2494,6229,439
2170,2156,819
4265,7809,261
5778,5248,315
5870,1019,183
3304,2852,143
4102,8628,793
3842,1889,742
3440,9202,622
2852,7800,52
2746,5642,234
5891,8449,574
7165,2675,521
4015,8920,509
3085,8865,419
2857,8280,831
4986,3077,377
7473,7094,545
6606,2705,736
4830,3394,63
3808,3392,183
7665,2072,999
4370,7195,489
4813,2874,219
3539,3378,17
4489,7991,177
4981,9461,746
4248,7692,158
6453,2314,446
7248,3444,493
2502,3822,270
7206,4634,2
3931,6808,342
2575,4039,735
6275,7372,321
3735,9777,475
3259,5153,344
6088,9328,571
4280,8418,181
4873,3393,460
7812,2205,396
4739,9577,202
4598,4111,332
4495,2523,916
4643,7737,213
3647,2482,290
5130,2231,400
7448,1705,742
6909,2028,160
7809,6365,816
7231,1611,445
4315,9829,815
4438,8608,848
3252,1709,30
5242,8640,428
7192,6625,800
7298,2736,736
3910,6089,538
3017,1764,803
4574,2523,74
2767,1158,235
2871,3903,1000
6590,4145,514
5986,8284,827
4537,6972,879
6483,6372,794
5658,8670,909
6920,9312,349
2683,3222,962
3121,7011,981
4585,6942,19
3420,5020,594
6038,7764,468
2309,7633,741
3509,7959,382
2649,9033,17
2811,8322,809
2444,2153,898
4691,1451,616
2888,5809,393
2011,2061,702
4036,3858,74
6130,3204,88
6338,6781,703
5971,6130,351
7031,7108,98
3747,1930,947
4383,2108,946
2450,5812,442
5533,3215,782
4053,7530,833
5674,9049,320
5916,3645,266
7015,4396,55
2782,7012,138
4331,2783,224
6589,6892,667
6028,8304,655
7853,7381,283
2406,6356,363
3626,5612,706
7631,6976,808
7475,9983,849
6723,7773,2
5746,4617,663
5225,6956,885
3265,1701,332
3074,7904,777
7964,8053,474
2703,7337,545
4453,3957,72
7561,4403,72
2139,2035,888
5545,2274,105
6879,3676,978
7756,4991,260
5655,9771,458
4616,5832,369
7113,1877,448
6408,3263,575
4342,4279,54
5734,1088,903
6640,9921,680
3279,2968,316
7817,7387,504
5365,7312,158
3210,5400,289
3174,3536,929
6113,4420,717
3886,7841,354
6020,6481,402
2612,1842,347
2400,2260,914
2315,4366,358
3453,9325,270
3629,9171,80
3522,4981,571
3372,9889,803
4601,8535,203
7934,3776,330
2710,5440,57
6061,1823,438
5153,5294,644
2418,8348,461
4756,1095,339
3971,5280,271
7506,7494,100
6501,3754,480
6651,9319,909
4629,9118,251
5473,6911,893
4620,3521,333
7795,1457,939
4405,4255,408
7400,7570,803
2601,5051,456
5399,3804,670
6361,8712,677
7131,5845,688
5355,3850,526
3148,7755,437
7327,5536,346
7489,2672,788
5422,5951,20
4846,9936,255
2815,2218,997
4011,3933,668
3475,3904,580
4051,8090,166
4512,3518,349
3622,5496,356
7598,7126,475
6693,1930,817
3956,5400,716
2362,9216,608
4738,9609,243
6556,5401,550
6205,6794,987
3198,5277,508
3903,1785,660
5747,6207,914
5540,2520,485
2291,2203,402
4078,8688,949
7244,2267,796
7130,1099,145
2363,5300,353
4155,9761,215
5095,2361,554
4973,8397,604
3506,7590,538
4780,5875,43
7394,6676,980
7811,2529,614
4676,6541,324
7269,1026,498
3554,8619,20
7348,2531,123
5976,7611,336
6239,8845,94
5962,6659,770
2011,7298,362
3674,2318,973
4901,3082,288
2289,6629,401
3444,4840,149
3104,4783,225
4108,5431,855
6697,9188,819
6420,9592,686
5096,3334,939
7070,5593,443
5237,4408,744
2306,6283,51
6503,4731,198
5504,4486,200
6931,4077,900
4708,8514,523
3433,4812,189
6357,3222,823
4923,9209,95
2835,6271,504
3851,1473,759
6138,1141,359
3940,3947,242
6209,5462,565
6972,4551,859
3701,4938,830
3495,5757,792
6993,4549,184
7426,4120,817
4520,2681,2
6029,5663,147
4528,7288,145
4512,5980,20
2796,7112,857
7070,8034,693
7844,4863,212
3361,1013,107
2551,4944,634
3547,8540,21
2475,2138,56
2239,8540,819
6153,6472,596
3927,5390,547
5506,9127,111
2162,6150,844
2088,4574,462
3772,6681,172
7359,8871,532
6280,7116,687
6776,2195,20
4086,6296,916
4261,5471,609
7054,2355,719
3196,5248,570
5766,5173,267
6355,5914,469
4160,9511,130
3196,4917,602
3661,1728,480
3005,4451,622
3131,4363,208
3990,7748,771
2772,5006,341
4371,2372,235
2332,1237,759
3782,6678,37
6115,5023,859
2134,2291,606
3436,9636,129
6091,3452,374
5136,9390,429
7630,3229,543
5159,8894,816
3144,3290,437
6277,5367,766
4899,2085,867
2778,7927,976
3851,3584,982
7050,8325,574
7273,9969,819
4721,1257,883
5341,3002,284
4622,2710,941
5251,8658,176
3435,7225,180
6852,2724,648
6447,5761,192
2377,1257,690
4689,1897,555
6052,5960,563
3229,3479,850
6029,5114,986
6662,9295,919
7297,9493,207
7417,9647,576
4371,3625,556
3150,9063,264
4212,2900,852
7070,1712,276
7066,6059,404
3568,2262,987
2151,4447,208
7758,1659,306
6639,1917,744
4360,4375,945
2410,5382,11
7018,5782,952
7606,9362,293
2719,6047,535
5947,7775,640
7568,4735,429
3074,6936,856
3617,9302,608
3842,1089,109
6257,8943,294
6403,9367,591
7670,7334,630
5143,7159,520
6802,4847,710
7294,6822,793
6944,8274,167
2145,1937,685
2292,3080,311
2125,4825,834
3984,7840,870
3024,7020,163
4355,1877,766
2222,2644,629
2809,6959,342
5334,9414,560
6926,9574,698
5355,5647,772
2644,8441,391
7155,7048,179
3202,7847,708
5846,2143,759
2546,2794,767
2647,6072,361
5732,5988,257
2734,6817,936
4420,5469,155
5101,9511,253
3120,7156,448
3421,7200,87
3615,4781,916
2817,9857,14
7505,8792,610
4936,1484,842
2216,5850,222
7302,4409,23
2279,1115,298
7777,2770,565
7565,8916,885
4718,5865,629
2469,8780,73
4501,2707,739
6076,7722,780
7258,4637,525
4728,1241,640
6925,5709,994
5559,5741,618
3825,6943,148
4365,3171,846
3894,1743,260
7970,9189,864
3394,3776,209
3331,8570,774
5420,2846,811
6736,4474,918
2778,2969,894
7725,6581,253
3370,1435,546
2163,6479,202
4568,1922,301
6352,4429,377
7631,9750,96
7994,4199,854
5151,7314,594
5100,2788,196
5797,1714,703
6783,2974,161
7398,1939,159
3166,5765,670
7359,8377,925
7378,7325,668
4418,7837,664
6426,9469,256
2477,4310,33
2150,2150,796
7100,1155,436
2935,6350,677
3845,3135,954
5277,2480,192
2342,5794,446
7312,8456,300
5732,1712,67
6559,4563,570
5298,1810,183
4699,2082,684
6831,4521,34
6080,2630,115
3725,3402,45
5594,6178,476
4090,7409,385
7601,6013,36
7322,9787,379
7833,6231,217
6342,9429,646
6767,7545,803
4120,1293,530
4105,6152,724
6951,6815,405
7559,8450,402
4950,6623,212
3453,7920,509
5171,5276,976
4887,5618,952
6866,1450,783
3492,5310,332
7003,1230,939
6278,4551,688
3515,3286,261
3636,9018,688
6253,6292,124
5259,8860,631
2690,8692,121
3529,8211,899
2026,7637,84
6923,7538,586
5178,6175,445
7629,8760,729
2506,9402,105
7670,2585,141
4980,1889,645
2009,3018,958
7495,8428,50
6808,2924,365
3874,2362,755
7737,4967,454
7164,5322,571
2838,1295,986
6495,2954,560
7494,7481,900
2297,5007,306
6339,4996,452
7772,9634,915
4280,6156,927
6806,8070,721
7584,9304,953
5173,6917,901
6235,3090,516
7809,8624,767
2621,2456,555
5511,7713,203
2471,4647,534
6326,2805,646
6061,1723,842
6281,2392,759
6891,6673,411
4054,7389,290
4204,7472,149
6559,5105,457
7045,4821,306
7573,1947,92
3558,1935,483
5388,5400,287
6950,8031,879
4665,3381,417
3865,9625,191
5805,7734,73
4653,2509,130
7142,6438,392
7763,1907,777
7911,8435,305
3021,3055,707
5262,8187,635
5437,8220,176
6480,1520,607
6903,8140,491
6570,4154,856
6137,1320,286
4443,3108,374
6195,6056,461
6501,3721,980
4359,1007,250
2868,2563,650
5047,9604,632
7909,9640,897
3531,2773,972
4074,4505,497
2658,9903,41
5612,2675,419
6365,7048,537
2453,8599,119
2185,6445,811
7250,9175,694
3014,2166,837
3319,3087,472
5349,4353,281
6326,3765,833
7125,9439,189
5146,2067,665
3114,7797,61
6769,9701,945
6694,4273,714
2004,8926,644
3126,1998,660
7864,2371,588
5082,2907,392
2280,9697,10
3536,5682,909
4173,9548,638
5823,6138,302
6923,7304,197
3863,8778,280
3872,6373,209
5617,7877,767
6670,7893,407
7915,2957,999
5370,9899,600
4521,2648,74
6655,2566,159
4507,8233,409
7745,4112,269
2870,7563,837
6447,8686,703
6406,9883,591
2323,9872,513
2536,7245,869
3724,7720,51
5883,6931,443
4213,7050,626
6680,4512,441
2035,2417,4
